frame.len,ip.len,ip.ttl,ip.proto,ip.version,tcp.srcport,tcp.dstport,tcp.len,tcp.seq,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.window_size,udp.srcport,udp.dstport,udp.length,dns.qry.type,dns.flags.response,dns.flags.recdesired,alert
54,40,64,6,4,62870,54196,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20611,47388,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,13609,36624,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19140,47632,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,50070,29812,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,17916,55680,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,59840,36482,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,61393,43116,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,49933,51104,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,54767,37482,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,28699,44404,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,43294,58092,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,30624,48692,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,65459,46024,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,47486,24110,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52224,60106,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40050,19333,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48878,42507,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45502,37385,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36674,29006,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34654,39418,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56262,15795,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43370,21642,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41812,64129,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44068,33244,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53032,33864,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60300,28313,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47544,60438,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,5964,45366,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,3429,35714,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,29812,50070,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,36482,59840,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24110,47486,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,60106,52224,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19333,40050,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,42507,48878,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37385,45502,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,29006,36674,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,39418,34654,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,15795,56262,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21642,43370,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,64129,41812,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33244,44068,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33864,53032,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,46184,33569,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53906,46907,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38100,50469,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50528,36295,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41550,55046,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43834,31758,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42738,21515,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45156,61101,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,46530,37167,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48024,19699,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35542,12824,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49006,38681,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35868,21713,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,57658,29386,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,28313,60300,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,60438,47544,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33569,46184,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,52158,50695,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,46907,53906,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,52426,10455,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,50469,38100,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,36295,50528,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,55046,41550,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,31758,43834,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21515,42738,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,61101,45156,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37167,46530,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19699,48024,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12824,35542,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,38681,49006,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21713,35868,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,36786,37619,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,29386,57658,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,48678,18086,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48464,62911,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44068,314,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56312,62200,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55738,65324,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45118,52859,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55340,32199,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47068,28789,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44316,37898,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60630,16366,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58418,30512,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38996,56648,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45858,45792,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,50695,52158,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10455,52426,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37619,36786,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,18086,48678,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,62911,48464,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,314,44068,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,62200,56312,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,65324,55738,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52859,45118,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,50954,6827,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,32199,55340,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,59582,20877,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,28789,47068,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37898,44316,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,16366,60630,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,30512,58418,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,56648,38996,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,45792,45858,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,35634,6542,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37774,13370,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42500,6850,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54226,55181,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53030,47312,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59026,59108,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59006,31051,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49340,19305,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42672,51931,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59556,12328,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,46606,19259,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49002,7700,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45692,14593,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42778,37469,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,6827,50954,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20877,59582,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,6542,35634,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,13370,37774,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,6850,42500,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,55181,54226,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,47312,53030,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,59108,59026,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,31051,59006,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19305,49340,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,51931,42672,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12328,59556,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19259,46606,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,7700,49002,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14593,45692,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,53498,43571,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,37469,42778,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,36194,57421,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44770,26874,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48772,55517,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48012,48480,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52370,54057,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43376,897,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47630,25086,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52696,53889,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39396,48908,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34078,21102,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38604,45491,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,57866,10905,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60082,41308,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37082,44276,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35020,33295,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37600,464,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59800,25702,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,43571,53498,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,57421,36194,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,26874,44770,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,55517,48772,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,48480,48012,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,54057,52370,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,897,43376,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25086,47630,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,53889,52696,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,48908,39396,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21102,34078,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,45491,38604,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10905,57866,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,49006,53963,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,41308,60082,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,42504,25733,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,44276,37082,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33295,35020,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,59288,39821,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58590,20782,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35740,28700,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59770,41225,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56118,46964,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,46260,38881,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49748,26867,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56226,31238,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52200,56606,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50852,32933,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54912,48926,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34976,19960,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,464,37600,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25702,59800,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,53963,49006,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,43552,2363,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,25733,42504,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,52186,28429,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,39821,59288,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20782,58590,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,28700,35740,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,41225,59770,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,46964,56118,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,38881,46260,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,26867,49748,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,31238,56226,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,56606,52200,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,32933,50852,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,48926,54912,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19960,34976,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,48376,14782,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43236,21454,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35316,50293,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55756,6092,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35792,64486,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55590,41060,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54992,8396,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53080,27895,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58674,14262,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34454,20541,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47614,23285,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,46210,6811,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34154,26220,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40566,65425,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,2363,43552,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,53726,36521,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50240,33012,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,28429,52186,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14782,48376,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21454,43236,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,50293,35316,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,6092,55756,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,64486,35792,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,41060,55590,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8396,54992,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,27895,53080,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14262,58674,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20541,34454,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23285,47614,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,6811,46210,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,26220,34154,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,36390,8227,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,65425,40566,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,43062,24935,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45282,339,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48726,17344,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,46374,15331,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44954,53717,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56262,43875,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53568,21718,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42562,24039,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42132,49757,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42188,50508,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36982,44513,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39410,52660,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56858,25772,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60864,53198,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48368,17666,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,36521,53726,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33012,50240,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8227,36390,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24935,43062,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,339,45282,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,17344,48726,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,15331,46374,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,53717,44954,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,43875,56262,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21718,53568,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24039,42562,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,36534,30135,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,49757,42132,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,58802,13911,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,50508,42188,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,44513,36982,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52660,39410,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25772,56858,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,60972,62140,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34102,4530,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58548,32388,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54826,19301,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60992,17046,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,32872,58098,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40524,45203,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50442,3490,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36836,27825,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37250,55869,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41068,41042,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58086,8664,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,53198,60864,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,17666,48368,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,30135,36534,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,13911,58802,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,62140,60972,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,4530,34102,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,32388,58548,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19301,54826,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,53158,36547,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,17046,60992,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,43970,26849,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,58098,32872,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,45203,40524,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,3490,50442,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,27825,36836,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,55869,37250,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,41042,41068,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8664,58086,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,35908,12303,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,51438,31071,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59796,40873,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33458,51829,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40402,41070,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34926,32608,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39092,14407,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37100,63869,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49252,40222,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,51680,12888,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47402,10943,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49756,24760,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52518,23677,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41570,17874,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,36547,53158,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,26849,43970,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12303,35908,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,31071,51438,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,39230,28733,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,40873,59796,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,44138,25489,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,51829,33458,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,41070,40402,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,32608,34926,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14407,39092,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,63869,37100,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,40222,49252,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12888,51680,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10943,47402,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24760,49756,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23677,52518,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,17874,41570,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,37356,61116,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41386,59503,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48800,53180,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56370,55649,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38166,34856,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43554,10596,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50772,62442,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49754,25682,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53018,43815,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59296,17743,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53350,52642,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56342,31653,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50454,23558,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37036,9367,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33032,38876,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,28733,39230,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25489,44138,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,56486,39526,0,0,0,0,0,64240,,,,,,,suspicious
