frame.len,ip.len,ip.ttl,ip.proto,ip.version,tcp.srcport,tcp.dstport,tcp.len,tcp.seq,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.window_size,udp.srcport,udp.dstport,udp.length,dns.qry.type,dns.flags.response,dns.flags.recdesired,alert
74,60,64,6,4,48594,10993,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38940,12261,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38654,53381,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44588,25700,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49704,24758,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,25782,33416,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,42538,53480,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,57131,49910,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,42506,38730,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,18236,41264,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,34538,41404,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,35644,56960,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,50231,58216,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37278,41644,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,58209,39218,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,42092,12003,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,14697,56892,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,50628,52530,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,45812,19537,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,34879,52724,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10993,48594,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12261,38940,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,53381,38654,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,57328,62120,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56768,10833,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35646,54790,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45824,50911,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48474,15000,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44484,52136,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36948,60273,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54084,22050,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60342,48421,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34596,39834,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50398,45281,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58344,14822,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36198,33916,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52220,28332,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,25700,44588,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24758,49704,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12003,42092,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,19537,45812,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,62120,57328,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10833,56768,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,54790,35646,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,50911,45824,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,15000,48474,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52136,44484,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,60273,36948,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,22050,54084,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,48421,60342,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,39834,34596,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,45281,50398,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,44526,65153,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,14822,58344,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,60934,8523,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55908,15675,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48522,20863,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43582,16458,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59372,25323,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,51564,48666,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33350,21182,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38652,60653,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35556,51865,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55838,36465,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38786,63479,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36704,45587,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40906,65362,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,33916,36198,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,28332,52220,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,65153,44526,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8523,60934,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,15675,55908,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20863,48522,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,16458,43582,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25323,59372,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,48666,51564,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21182,33350,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,60653,38652,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,51865,35556,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,36465,55838,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,63479,38786,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,45587,36704,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,65362,40906,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,39682,63673,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55458,1606,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47808,29085,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43106,50855,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39226,39468,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58716,35980,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,57182,34945,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,57346,33006,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45554,23180,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60140,9427,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59098,9751,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48908,41396,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56752,20471,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,43220,16600,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55186,50113,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,63673,39682,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,41104,39238,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,1606,55458,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,29085,47808,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,50855,43106,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,39468,39226,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,35980,58716,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,34945,57182,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33006,57346,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23180,45554,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,9427,60140,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,9751,59098,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,41396,48908,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20471,56752,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,16600,43220,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,42238,38527,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34760,5577,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,50113,55186,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,58950,11133,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60880,14160,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55976,36843,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47492,27236,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47438,8194,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59160,64203,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53886,10054,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47990,18691,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47426,12280,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52402,161,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40102,39746,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45520,7248,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,39238,41104,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,54146,39281,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,38527,42238,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,60818,42415,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,5577,34760,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,11133,58950,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14160,60880,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,36843,55976,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,27236,47492,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8194,47438,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,64203,59160,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10054,53886,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,18691,47990,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12280,47426,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,161,52402,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,39746,40102,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,56212,60564,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60830,14548,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49576,31388,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48182,46719,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47736,48092,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37726,42924,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59970,59929,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58670,43608,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50986,20815,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56050,31675,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59836,30899,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54896,29297,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,7248,45520,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,39281,54146,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,42415,60818,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,60564,56212,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14548,60830,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,31388,49576,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,51736,39580,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,46719,48182,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,35796,10515,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,48092,47736,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,42924,37726,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,59929,59970,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,43608,58670,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20815,50986,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,31675,56050,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,30899,59836,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,29297,54896,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,48534,24322,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47406,24449,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33446,8286,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,32858,24859,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39996,9102,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,40556,55683,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42748,37943,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41688,37034,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54464,53120,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41132,63714,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42040,52460,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33336,59288,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47976,61754,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50022,51618,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,39580,51736,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10515,35796,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24322,48534,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24449,47406,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8286,33446,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,24859,32858,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,54876,26750,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,9102,39996,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,57298,20393,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,55683,40556,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37943,42748,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,37034,41688,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,53120,54464,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,63714,41132,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52460,42040,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,59288,33336,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,61754,47976,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,51618,50022,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,60346,33954,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33720,23928,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58214,11768,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50666,46201,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39834,34842,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56812,52569,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33912,27563,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35208,154,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54194,54484,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35214,25789,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41686,21285,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55618,36989,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33462,44376,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,53748,23133,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,51732,15278,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44068,25182,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,26750,54876,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20393,57298,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,33954,60346,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23928,33720,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,11768,58214,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,46201,50666,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,34842,39834,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52569,56812,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,27563,33912,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,154,35208,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,54484,54194,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25789,35214,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21285,41686,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,36989,55618,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,44376,33462,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23133,53748,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,56020,19466,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37994,34483,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,41422,34004,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55026,10674,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42650,20211,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35874,23994,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35818,8916,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,60802,18490,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52040,59329,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,50076,28970,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55752,7395,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49014,652,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,44736,28754,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33994,6214,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,15278,51732,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25182,44068,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,50966,12612,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,19466,56020,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,55062,17196,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,34483,37994,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,34004,41422,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10674,55026,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20211,42650,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23994,35874,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,8916,35818,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,18490,60802,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,59329,52040,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,28970,50076,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,7395,55752,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,652,49014,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,28754,44736,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,6214,33994,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,39238,25938,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37668,41856,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,51514,52324,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39852,14581,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,57298,29953,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55298,21170,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,37470,26395,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,36370,36308,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59828,50426,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56302,23699,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,48576,32187,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59432,37923,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,57728,16856,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,42682,18101,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,12612,50966,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,17196,55062,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,25938,39238,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,41856,37668,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52324,51514,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,14581,39852,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,29953,57298,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,21170,55298,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,26395,37470,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,36308,36370,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,50426,59828,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23699,56302,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,32187,48576,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,58882,20586,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,37923,59432,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,16856,57728,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,18101,42682,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,56234,44629,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52986,20514,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38660,5236,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,58224,12536,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55952,40659,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,38396,61125,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49956,17198,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59332,40253,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35702,64588,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54546,52562,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45702,43232,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34490,13244,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,59586,6447,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52982,10155,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45434,26929,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,20586,58882,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,44629,56234,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,20514,52986,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,5236,38660,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,12536,58224,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,40659,55952,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,48706,54974,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,61125,38396,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,17198,49956,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,40664,23569,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,40253,59332,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,64588,35702,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,52562,54546,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,43232,45702,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,13244,34490,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,6447,59586,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,10155,52982,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,26929,45434,0,1,1,0,1,0,,,,,,,suspicious
74,60,64,6,4,60450,18958,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,33192,2263,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,52952,61168,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,51620,28821,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,35158,45156,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,55374,37679,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,39868,51617,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,45770,30272,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47988,61895,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,34652,64954,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,49600,52553,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,54968,13853,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,56112,11518,0,0,0,0,0,64240,,,,,,,suspicious
74,60,64,6,4,47524,18415,0,0,0,0,0,64240,,,,,,,suspicious
54,40,64,6,4,54974,48706,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,23569,40664,0,1,1,0,1,0,,,,,,,suspicious
54,40,64,6,4,18958,60450,0,1,1,0,1,0,,,,,,,suspicious
